id,share-state(tool),original-dsi,updated-dsi,verdict,manual-tags,a-set-b-set,a-set-b-get,a-get-b-set,a-get-b-get,used-jdk?
00391,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00392,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00393,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00394,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00395,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00396,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS,0,2,0,1,yes
00397,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00398,no,lv,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;MORE_COMPLEX_THAN_AB,0,0,0,0,no
00399,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00400,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00401,yes,u,u,true-spec,METHOD_A_RETURNS_VOID;DELAY_CAUSES_OUTPUT_CORRUPTION;ONE_PURE_SETTER,0,1,0,0,no
00402,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00403,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,1,0,0,no
00404,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00405,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00406,yes,u,u,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,1,0,0,no
00407,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00408,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00409,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,1,0,0,no
00410,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00411,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00412,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,1,0,0,no
00413,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00414,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00415,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00416,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00417,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;ONE_PURE_SETTER,0,0,0,0,no
00418,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_PURE_SETTERS;STATE_RESTORED,0,0,0,0,no
00419,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_PURE_SETTERS;STATE_RESTORED,0,0,0,0,no
00420,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00422,no,lv-ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;INSPECTION_TODO;ONE_STATELESS_METHOD;METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,0,0,0,no
00423,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,1,0,0,no
00424,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS,0,1,0,0,no
00425,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00426,yes,lv-ls,lv-ls,true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;MULTIPLE_PERTURBATIONS,0,1,0,0,no
00427,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;MULTIPLE_PERTURBATIONS;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00428,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00429,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00430,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE,0,0,0,0,no
00431,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE,0,0,0,0,no
00432,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00433,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00434,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00435,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00436,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00437,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00438,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00439,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,yes
00440,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00441,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00442,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS,0,0,0,0,yes
00443,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS,0,0,0,0,yes
00444,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,0,no
00445,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS,0,0,1,0,no
00446,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00447,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00448,no,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00449,no,ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00450,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00451,no,ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00452,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00453,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00454,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00455,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00456,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00457,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00458,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00459,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00460,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00461,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00462,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00463,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00464,no,u,ls,spurious-spec,METHOD_B_AFTER_CRITICAL_POINT;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00466,no,u,ls,spurious-spec,METHOD_B_AFTER_CRITICAL_POINT;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00467,yes,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,1,0,no
00468,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00469,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00470,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00471,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;MULTIPLE_PERTURBATIONS;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00472,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00473,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00474,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00475,no,u,ls,spurious-spec,EXPECTED_EXCEPTION;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00476,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;GOOD_EXAMPLE,0,0,0,0,no
00477,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;GOOD_EXAMPLE,0,0,0,0,no
00478,no,u,ls,spurious-spec,GOOD_EXAMPLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00479,no,u,ls,spurious-spec,MULTIPLE_PERTURBATIONS;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,yes
00481,no,u,ls,spurious-spec,MULTIPLE_PERTURBATIONS;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00482,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00483,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00484,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;MULTIPLE_PERTURBATIONS,0,0,0,0,yes
00485,no,u,ls,spurious-spec,MULTIPLE_PERTURBATIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,yes
00486,no,u,ls,spurious-spec,MULTIPLE_PERTURBATIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00488,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00489,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00490,no,u,ls,sometimes-true-spec,INSPECTION_TODO;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;MULTIPLE_PERTURBATIONS;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00491,no,u,ls,sometimes-true-spec,INSPECTION_TODO;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;MULTIPLE_PERTURBATIONS;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00493,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;WEAK_ORACLE,0,1,0,0,no
00494,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;WEAK_ORACLE,0,1,0,0,no
00496,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,0,no
00499,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,2,yes
00500,yes,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;WEAK_ORACLE,0,0,0,2,yes
00502,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00503,yes,lv-u,lv-u,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;ORDER_OF_ASSERTIONS;MORE_COMPLEX_THAN_AB,0,1,0,1,yes
00504,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MORE_COMPLEX_THAN_AB,0,0,0,0,no
00505,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_B_AFTER_CRITICAL_POINT;MORE_COMPLEX_THAN_AB,0,0,0,0,no
00506,yes,u,u,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;ORDER_OF_ASSERTIONS;MORE_COMPLEX_THAN_AB,0,1,0,0,no
00507,yes,u,u,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,1,yes
00508,yes,lv,lv,spurious-spec,UNRELATED_STATEFUL_METHODS,0,0,0,1,yes
00509,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATELESS_METHODS;MULTIPLE_PERTURBATIONS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00510,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATELESS_METHODS;MULTIPLE_PERTURBATIONS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00511,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATELESS_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00512,no,u,ls,spurious-spec,MULTIPLE_PERTURBATIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00513,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00514,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00516,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00517,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00518,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00519,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00523,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00524,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00525,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00528,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00529,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00530,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00531,no,ls,ls,spurious-spec,GOOD_EXAMPLE;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00533,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00534,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00535,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00539,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00540,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00541,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00542,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00543,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00544,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00547,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00548,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00549,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00550,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00551,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00552,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00553,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00554,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATELESS_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00555,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATELESS_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00556,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATELESS_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00557,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATELESS_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00558,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATELESS_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00559,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATELESS_METHODS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00561,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT,0,0,0,0,no
00562,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00563,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00564,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00565,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00566,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00567,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00572,no,ls,ls,spurious-spec,GOOD_EXAMPLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATELESS_METHODS,0,0,0,0,yes
